"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Race"	"Race Code"	Count
	"Gallbladder"	"21080"	"California"	"06"	"2012"	"2012"	"50-54 years"	"50-54"	"White"	"2106-3"	18
	"Gallbladder"	"21080"	"California"	"06"	"2012"	"2012"	"55-59 years"	"55-59"	"White"	"2106-3"	23
	"Gallbladder"	"21080"	"California"	"06"	"2012"	"2012"	"60-64 years "	"60-64"	"White"	"2106-3"	26
	"Gallbladder"	"21080"	"California"	"06"	"2012"	"2012"	"65-69 years"	"65-69"	"White"	"2106-3"	30
	"Gallbladder"	"21080"	"California"	"06"	"2012"	"2012"	"70-74 years"	"70-74"	"White"	"2106-3"	28
	"Gallbladder"	"21080"	"California"	"06"	"2012"	"2012"	"75-79 years"	"75-79"	"White"	"2106-3"	36
	"Gallbladder"	"21080"	"California"	"06"	"2012"	"2012"	"80-84 years"	"80-84"	"White"	"2106-3"	41
	"Gallbladder"	"21080"	"California"	"06"	"2012"	"2012"	"85+ years"	"85+"	"White"	"2106-3"	37
	"Gallbladder"	"21080"	"California"	"06"	"2013"	"2013"	"55-59 years"	"55-59"	"White"	"2106-3"	33
	"Gallbladder"	"21080"	"California"	"06"	"2013"	"2013"	"60-64 years "	"60-64"	"White"	"2106-3"	36
	"Gallbladder"	"21080"	"California"	"06"	"2013"	"2013"	"65-69 years"	"65-69"	"White"	"2106-3"	38
	"Gallbladder"	"21080"	"California"	"06"	"2013"	"2013"	"70-74 years"	"70-74"	"White"	"2106-3"	34
	"Gallbladder"	"21080"	"California"	"06"	"2013"	"2013"	"75-79 years"	"75-79"	"White"	"2106-3"	31
	"Gallbladder"	"21080"	"California"	"06"	"2013"	"2013"	"80-84 years"	"80-84"	"White"	"2106-3"	31
	"Gallbladder"	"21080"	"California"	"06"	"2013"	"2013"	"85+ years"	"85+"	"White"	"2106-3"	40
	"Gallbladder"	"21080"	"California"	"06"	"2014"	"2014"	"50-54 years"	"50-54"	"White"	"2106-3"	18
	"Gallbladder"	"21080"	"California"	"06"	"2014"	"2014"	"55-59 years"	"55-59"	"White"	"2106-3"	29
	"Gallbladder"	"21080"	"California"	"06"	"2014"	"2014"	"60-64 years "	"60-64"	"White"	"2106-3"	33
	"Gallbladder"	"21080"	"California"	"06"	"2014"	"2014"	"65-69 years"	"65-69"	"White"	"2106-3"	27
	"Gallbladder"	"21080"	"California"	"06"	"2014"	"2014"	"70-74 years"	"70-74"	"White"	"2106-3"	38
	"Gallbladder"	"21080"	"California"	"06"	"2014"	"2014"	"75-79 years"	"75-79"	"White"	"2106-3"	25
	"Gallbladder"	"21080"	"California"	"06"	"2014"	"2014"	"80-84 years"	"80-84"	"White"	"2106-3"	32
	"Gallbladder"	"21080"	"California"	"06"	"2014"	"2014"	"85+ years"	"85+"	"White"	"2106-3"	49
	"Gallbladder"	"21080"	"California"	"06"	"2015"	"2015"	"55-59 years"	"55-59"	"White"	"2106-3"	24
	"Gallbladder"	"21080"	"California"	"06"	"2015"	"2015"	"60-64 years "	"60-64"	"White"	"2106-3"	36
	"Gallbladder"	"21080"	"California"	"06"	"2015"	"2015"	"65-69 years"	"65-69"	"White"	"2106-3"	41
	"Gallbladder"	"21080"	"California"	"06"	"2015"	"2015"	"70-74 years"	"70-74"	"White"	"2106-3"	33
	"Gallbladder"	"21080"	"California"	"06"	"2015"	"2015"	"75-79 years"	"75-79"	"White"	"2106-3"	27
	"Gallbladder"	"21080"	"California"	"06"	"2015"	"2015"	"80-84 years"	"80-84"	"White"	"2106-3"	33
