"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Race"	"Race Code"	Count
	"Gallbladder"	"21080"	"California"	"06"	"2012"	"2012"	"85+ years"	"85+"	"White"	"2106-3"	16
	"Gallbladder"	"21080"	"California"	"06"	"2013"	"2013"	"65-69 years"	"65-69"	"White"	"2106-3"	17
	"Gallbladder"	"21080"	"California"	"06"	"2013"	"2013"	"85+ years"	"85+"	"White"	"2106-3"	17
	"Gallbladder"	"21080"	"California"	"06"	"2014"	"2014"	"65-69 years"	"65-69"	"White"	"2106-3"	19
	"Gallbladder"	"21080"	"California"	"06"	"2014"	"2014"	"75-79 years"	"75-79"	"White"	"2106-3"	16
	"Gallbladder"	"21080"	"California"	"06"	"2014"	"2014"	"80-84 years"	"80-84"	"White"	"2106-3"	17
	"Gallbladder"	"21080"	"California"	"06"	"2015"	"2015"	"65-69 years"	"65-69"	"White"	"2106-3"	16
	"Gallbladder"	"21080"	"California"	"06"	"2015"	"2015"	"70-74 years"	"70-74"	"White"	"2106-3"	18
	"Gallbladder"	"21080"	"California"	"06"	"2015"	"2015"	"75-79 years"	"75-79"	"White"	"2106-3"	25
	"Gallbladder"	"21080"	"California"	"06"	"2016"	"2016"	"65-69 years"	"65-69"	"White"	"2106-3"	20
	"Gallbladder"	"21080"	"California"	"06"	"2016"	"2016"	"70-74 years"	"70-74"	"White"	"2106-3"	17
	"Gallbladder"	"21080"	"California"	"06"	"2016"	"2016"	"75-79 years"	"75-79"	"White"	"2106-3"	23
	"Gallbladder"	"21080"	"Florida"	"12"	"2012"	"2012"	"65-69 years"	"65-69"	"White"	"2106-3"	16
	"Gallbladder"	"21080"	"Florida"	"12"	"2014"	"2014"	"70-74 years"	"70-74"	"White"	"2106-3"	17
	"Gallbladder"	"21080"	"Florida"	"12"	"2015"	"2015"	"70-74 years"	"70-74"	"White"	"2106-3"	17
	"Gallbladder"	"21080"	"Florida"	"12"	"2016"	"2016"	"70-74 years"	"70-74"	"White"	"2106-3"	19
	"Gallbladder"	"21080"	"New York"	"36"	"2013"	"2013"	"75-79 years"	"75-79"	"White"	"2106-3"	19
	"Gallbladder"	"21080"	"New York"	"36"	"2013"	"2013"	"80-84 years"	"80-84"	"White"	"2106-3"	16
	"Gallbladder"	"21080"	"Texas"	"48"	"2015"	"2015"	"75-79 years"	"75-79"	"White"	"2106-3"	18
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2012"	"2012"	"40-44 years"	"40-44"	"White"	"2106-3"	29
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2012"	"2012"	"45-49 years"	"45-49"	"White"	"2106-3"	24
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2012"	"2012"	"50-54 years"	"50-54"	"White"	"2106-3"	41
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2012"	"2012"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	20
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2012"	"2012"	"55-59 years"	"55-59"	"White"	"2106-3"	62
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2012"	"2012"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	21
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2012"	"2012"	"60-64 years "	"60-64"	"White"	"2106-3"	61
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2012"	"2012"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	25
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2012"	"2012"	"65-69 years"	"65-69"	"White"	"2106-3"	70
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2012"	"2012"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	17
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2012"	"2012"	"70-74 years"	"70-74"	"White"	"2106-3"	80
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2012"	"2012"	"75-79 years"	"75-79"	"White"	"2106-3"	52
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2012"	"2012"	"80-84 years"	"80-84"	"White"	"2106-3"	26
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2013"	"2013"	"45-49 years"	"45-49"	"White"	"2106-3"	39
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2013"	"2013"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	20
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2013"	"2013"	"50-54 years"	"50-54"	"White"	"2106-3"	36
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2013"	"2013"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	21
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2013"	"2013"	"55-59 years"	"55-59"	"White"	"2106-3"	61
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2013"	"2013"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	34
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2013"	"2013"	"60-64 years "	"60-64"	"White"	"2106-3"	47
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2013"	"2013"	"65-69 years"	"65-69"	"White"	"2106-3"	77
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2013"	"2013"	"70-74 years"	"70-74"	"White"	"2106-3"	68
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2013"	"2013"	"75-79 years"	"75-79"	"White"	"2106-3"	60
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2013"	"2013"	"80-84 years"	"80-84"	"White"	"2106-3"	23
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2013"	"2013"	"85+ years"	"85+"	"White"	"2106-3"	17
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2014"	"2014"	"45-49 years"	"45-49"	"White"	"2106-3"	32
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2014"	"2014"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	17
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2014"	"2014"	"50-54 years"	"50-54"	"White"	"2106-3"	39
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2014"	"2014"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	32
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2014"	"2014"	"55-59 years"	"55-59"	"White"	"2106-3"	48
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2014"	"2014"	"60-64 years "	"60-64"	"White"	"2106-3"	67
	"Kidney and Renal Pelvis"	"29020"	"Alabama"	"01"	"2014"	"2014"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	24
