"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Race"	"Race Code"	Count
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2012"	"2012"	"45-49 years"	"45-49"	"White"	"2106-3"	31
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2012"	"2012"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2012"	"2012"	"50-54 years"	"50-54"	"White"	"2106-3"	48
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2012"	"2012"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	19
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2012"	"2012"	"55-59 years"	"55-59"	"White"	"2106-3"	67
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2012"	"2012"	"60-64 years "	"60-64"	"White"	"2106-3"	75
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2012"	"2012"	"65-69 years"	"65-69"	"White"	"2106-3"	64
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2012"	"2012"	"70-74 years"	"70-74"	"White"	"2106-3"	36
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2012"	"2012"	"75-79 years"	"75-79"	"White"	"2106-3"	37
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2012"	"2012"	"80-84 years"	"80-84"	"White"	"2106-3"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2012"	"2012"	"85+ years"	"85+"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	"45-49 years"	"45-49"	"White"	"2106-3"	20
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	"50-54 years"	"50-54"	"White"	"2106-3"	53
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	18
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	"55-59 years"	"55-59"	"White"	"2106-3"	69
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	"60-64 years "	"60-64"	"White"	"2106-3"	87
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	"65-69 years"	"65-69"	"White"	"2106-3"	88
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	"70-74 years"	"70-74"	"White"	"2106-3"	45
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	"75-79 years"	"75-79"	"White"	"2106-3"	38
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2013"	"2013"	"85+ years"	"85+"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2014"	"2014"	"40-44 years"	"40-44"	"White"	"2106-3"	16
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2014"	"2014"	"45-49 years"	"45-49"	"White"	"2106-3"	33
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2014"	"2014"	"50-54 years"	"50-54"	"White"	"2106-3"	62
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2014"	"2014"	"55-59 years"	"55-59"	"White"	"2106-3"	68
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2014"	"2014"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	25
	"Oral Cavity and Pharynx"	"20010-20100"	"Alabama"	"01"	"2014"	"2014"	"60-64 years "	"60-64"	"White"	"2106-3"	61
