"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"States"	"States Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Race"	"Race Code"	Count
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"45-49 years"	"45-49"	"Black or African American"	"2054-5"	37
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"45-49 years"	"45-49"	"White"	"2106-3"	43
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	97
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"50-54 years"	"50-54"	"White"	"2106-3"	132
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	179
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"55-59 years"	"55-59"	"White"	"2106-3"	292
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	221
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"60-64 years "	"60-64"	"White"	"2106-3"	410
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	205
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"65-69 years"	"65-69"	"White"	"2106-3"	478
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	139
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"70-74 years"	"70-74"	"White"	"2106-3"	378
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	71
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"75-79 years"	"75-79"	"White"	"2106-3"	264
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"80-84 years"	"80-84"	"Black or African American"	"2054-5"	29
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"80-84 years"	"80-84"	"White"	"2106-3"	126
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"85+ years"	"85+"	"Black or African American"	"2054-5"	48
	"Prostate"	"28010"	"Alabama"	"01"	"2012"	"2012"	"85+ years"	"85+"	"White"	"2106-3"	91
	"Prostate"	"28010"	"Alabama"	"01"	"2013"	"2013"	"45-49 years"	"45-49"	"Black or African American"	"2054-5"	27
	"Prostate"	"28010"	"Alabama"	"01"	"2013"	"2013"	"45-49 years"	"45-49"	"White"	"2106-3"	43
	"Prostate"	"28010"	"Alabama"	"01"	"2013"	"2013"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	108
	"Prostate"	"28010"	"Alabama"	"01"	"2013"	"2013"	"50-54 years"	"50-54"	"White"	"2106-3"	138
	"Prostate"	"28010"	"Alabama"	"01"	"2013"	"2013"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	169
	"Prostate"	"28010"	"Alabama"	"01"	"2013"	"2013"	"55-59 years"	"55-59"	"White"	"2106-3"	291
	"Prostate"	"28010"	"Alabama"	"01"	"2013"	"2013"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	204
